         198668384 function calls (193956861 primitive calls) in 279.605 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.251    0.063 functional_saver.py:172(to_proto)
        4    0.000    0.000    0.057    0.014 functional_saver.py:184(_traced_save)
        4    0.000    0.000    0.107    0.027 functional_saver.py:193(_traced_restore)
        4    0.000    0.000    0.103    0.026 functional_saver.py:310(restore_fn)
        4    0.000    0.000    0.103    0.026 functional_saver.py:297(restore)
        4    0.000    0.000    0.684    0.171 save_impl.py:202(default_save_signature)
        4    0.000    0.000    0.000    0.000 saving_utils.py:142(<dictcomp>)
        4    0.000    0.000    0.653    0.163 saving_utils.py:125(_wrapped_model)
        4    0.000    0.000    0.000    0.000 signature_serialization.py:63(_validate_inputs)
        4    0.000    0.000    2.317    0.579 signature_serialization.py:71(find_function_to_export)
        4    0.000    0.000    0.106    0.026 signature_serialization.py:96(canonicalize_signatures)
        4    0.000    0.000   11.351    2.838 training.py:1918(save)
        4    0.000    0.000   11.351    2.838 save.py:47(save_model)
        4    0.032    0.008   11.351    2.838 save.py:40(save)
        4    0.007    0.002    0.046    0.012 save.py:247(fill_object_graph_proto)
        4    0.000    0.000    0.000    0.000 save.py:354(<listcomp>)
        4    0.004    0.001    0.128    0.032 save.py:276(map_resources)
        4    0.000    0.000    0.003    0.001 save.py:367(_map_captures_to_created_tensors)
        4    0.000    0.000    0.003    0.001 save.py:399(_map_function_arguments_to_created_inputs)
        4    0.000    0.000    0.038    0.010 save.py:468(_call_function_with_mapped_captures)
        4    0.000    0.000    0.042    0.010 save.py:481(_generate_signatures)
        4    0.000    0.000    0.001    0.000 save.py:527(_trace_resource_initializers)
        4    0.001    0.000    1.125    0.281 save.py:594(_fill_meta_graph_def)
        4    0.000    0.000    0.001    0.000 save.py:677(_verify_ops)
        4    0.005    0.001    0.481    0.120 save.py:703(_serialize_object_graph)
        4    0.003    0.001   11.291    2.823 save.py:788(save)
        4    0.025    0.006   10.971    2.743 save.py:1030(_build_meta_graph)
        4    0.000    0.000    0.004    0.001 builder_impl.py:757(copy_assets_to_destination_dir)
        4    0.000    0.000    0.902    0.225 tmptrnrfvd0.py:6(tf__message_passing)
        4    0.000    0.000    0.910    0.228 tmpyi08y390.py:6(tf__message_passing)
        4    0.000    0.000    0.005    0.001 while_v2.py:1302(_set_read_only_resource_inputs_attr)
        4    0.000    0.000    0.137    0.034 while_v2.py:414(_build_while_op)
        3    0.000    0.000    0.005    0.002 tensor_array_ops.py:519(read)
        3    0.000    0.000    0.003    0.001 tensor_array_ops.py:530(write)
        3    0.000    0.000    0.004    0.001 tensor_array_ops.py:546(stack)
        3    0.000    0.000    0.004    0.001 tensor_array_ops.py:585(unstack)
        3    0.000    0.000    0.005    0.002 tensor_array_ops.py:1131(read)
        3    0.000    0.000    0.003    0.001 tensor_array_ops.py:1143(write)
        3    0.000    0.000    0.004    0.001 tensor_array_ops.py:1161(stack)
        3    0.000    0.000    0.004    0.001 tensor_array_ops.py:1206(unstack)
        3    0.000    0.000    0.001    0.000 gen_math_ops.py:3532(exp)
        3    0.000    0.000    0.003    0.001 gen_math_ops.py:4966(less_equal)
        3    0.000    0.000    0.003    0.001 gen_math_ops.py:5677(_max)
        3    0.000    0.000    0.002    0.001 gen_math_ops.py:10278(square)
        3    0.000    0.000    0.004    0.001 list_ops.py:122(tensor_list_stack)
        3    0.000    0.000    0.003    0.001 list_ops.py:155(tensor_list_set_item)
        3    0.000    0.000    0.003    0.001 list_ops.py:194(_TensorListStackGrad)
        3    0.000    0.000    0.017    0.006 list_ops.py:264(_TensorListSetItemGrad)
        3    0.000    0.000    0.003    0.001 gen_list_ops.py:1344(tensor_list_stack)
        3    0.000    0.000    0.003    0.001 math_ops.py:2641(reduce_max)
        3    0.000    0.000    0.003    0.001 math_ops.py:2689(reduce_max_with_dims)
        3    0.000    0.000    0.001    0.000 default_gradient.py:52(zeros_like)
        3    0.000    0.000    0.005    0.002 math_grad.py:579(_SquareGrad)
        3    0.000    0.000    0.027    0.009 math_grad.py:1548(_MinimumGrad)
        3    0.000    0.000    0.002    0.001 categorical.py:337(_logits_parameter_no_checks)
        2    0.000    0.000   14.091    7.046 deprecation.py:558(new_func)
        2    0.001    0.000    0.003    0.001 ops.py:2220(_add_while_inputs)
        2    0.000    0.000    0.002    0.001 ops.py:2459(_set_shape_list_attr)
        2    0.000    0.000    0.002    0.001 gen_math_ops.py:5907(_min)
        2    0.000    0.000    0.001    0.001 gen_math_ops.py:5982(minimum)
        2    0.000    0.000    0.002    0.001 gen_math_ops.py:10218(sqrt_grad)
        2    0.000    0.000    0.006    0.003 math_ops.py:2315(reduce_variance)
        2    0.000    0.000    0.007    0.004 math_ops.py:2376(reduce_std)
        2    0.000    0.000    0.002    0.001 math_ops.py:2554(reduce_min)
        2    0.000    0.000    0.001    0.001 gen_nn_ops.py:11183(sparse_softmax_cross_entropy_with_logits)
        2    0.000    0.000   14.071    7.035 control_flow_ops.py:2503(while_loop)
        2    0.000    0.000    0.001    0.001 gen_functional_ops.py:884(<listcomp>)
        2    0.000    0.000    0.020    0.010 gen_functional_ops.py:830(stateless_while)
        2    0.000    0.000    0.016    0.008 gen_functional_ops.py:1084(_while)
        2    0.000    0.000    0.021    0.010 nn_ops.py:4000(sparse_softmax_cross_entropy_with_logits)
        2    0.000    0.000    0.021    0.010 nn_ops.py:4126(sparse_softmax_cross_entropy_with_logits_v2)
        2    0.000    0.000    0.005    0.002 map_fn.py:441(<listcomp>)
        2    0.000    0.000    0.004    0.002 map_fn.py:447(<listcomp>)
        2    0.000    0.000    0.005    0.003 map_fn.py:477(<listcomp>)
        2    0.000    0.000    0.003    0.002 map_fn.py:489(<listcomp>)
        2    0.000    0.000   13.999    6.999 map_fn.py:463(compute)
        2    0.000    0.000    0.002    0.001 map_fn.py:494(<lambda>)
        2    0.000    0.000    0.004    0.002 map_fn.py:500(<listcomp>)
        2    0.000    0.000   14.090    7.045 map_fn.py:45(map_fn)
        2    0.000    0.000    0.000    0.000 map_fn.py:540(_result_flat_signature_to_batchable_tensor_spec)
        2    0.000    0.000    0.000    0.000 map_fn.py:550(_elems_flat_to_batchable)
        2    0.000    0.000    0.000    0.000 map_fn.py:563(_elems_value_batchable_to_flat)
        2    0.000    0.000    0.000    0.000 map_fn.py:577(_result_value_flat_to_batchable)
        2    0.000    0.000    0.000    0.000 map_fn.py:595(_result_batchable_to_flat)
        2    0.000    0.000   14.091    7.045 map_fn.py:610(map_fn_v2)
        2    0.000    0.000    0.003    0.001 array_grad.py:766(_ReshapeToInput)
        2    0.000    0.000    0.003    0.001 array_grad.py:772(_ExpandDimsGrad)
        2    0.000    0.000    0.027    0.014 math_grad.py:244(_MinGrad)
        2    0.000    0.000    0.002    0.001 math_grad.py:589(_SqrtGrad)
        2    0.000    0.000    0.024    0.012 ppo_agent.py:239(update_eval_actor_critic_functions)
        2    0.000    0.000    0.301    0.150 ppo_agent.py:248(training_eval)
        2    0.000    0.000   11.351    5.675 ppo_agent.py:347(save_model)
        2    0.000    0.000    0.024    0.012 distribution.py:941(_call_log_prob)
        2    0.000    0.000    0.024    0.012 distribution.py:952(log_prob)
        2    0.000    0.000    0.024    0.012 categorical.py:282(_log_prob)
        2    0.000    0.000    0.002    0.001 categorical.py:332(logits_parameter)
        2    0.000    0.000    0.000    0.000 categorical.py:371(_sample_control_dependencies)
        2    0.000    0.000    0.001    0.000 decorator.py:decorator-gen-860>:1(__init__)
        2    0.000    0.000    0.020    0.010 environment.py:25(__init__)
        2    0.000    0.000    0.000    0.000 environment.py:49(<listcomp>)
        2    0.000    0.000    0.018    0.009 environment.py:160(initialize_environment)
        2    0.000    0.000    0.000    0.000 environment.py:149(load_topology_object)
        2    0.002    0.001    0.018    0.009 environment.py:193(generate_graph)
        2    0.000    0.000    0.001    0.000 environment.py:284(_define_init_weights)
        2    0.001    0.001    0.004    0.002 environment.py:289(_generate_link_indices_and_adjacencies)
        2    0.000    0.000    0.065    0.032 actor.py:9(__init__)
        2    0.000    0.000    0.042    0.021 actor.py:47(define_network)
        2    0.000    0.000    0.172    0.086 actor.py:80(build)
        2    0.000    0.000    0.074    0.037 critic.py:9(__init__)
        2    0.000    0.000    0.050    0.025 critic.py:46(define_network)
        2    0.000    0.000    0.183    0.092 critic.py:82(build)
        2    0.000    0.000    0.015    0.008 tmp90hs6z56.py:32(if_body)
        2    0.000    0.000    0.015    0.008 tmp90hs6z56.py:22(else_body_1)
        2    0.000    0.000    0.000    0.000 tmp90hs6z56.py:4(inner_factory)
        2    0.000    0.000    0.015    0.008 tmp90hs6z56.py:6(tf__message_aggregation)
        2    0.000    0.000    0.016    0.008 tmpw3nxfh62.py:6(tf__message_aggregation)
        2    0.000    0.000    0.016    0.008 tmpw3nxfh62.py:22(else_body_1)
        2    0.000    0.000    0.016    0.008 tmpw3nxfh62.py:32(if_body)
        2    0.000    0.000    0.005    0.002 while_v2.py:123(wrapped_cond)
        2    0.000    0.000    2.942    1.471 while_v2.py:654(_grad_fn)
        2    0.000    0.000    2.942    1.471 while_v2.py:622(<lambda>)
        2    0.002    0.001    0.003    0.002 while_v2.py:693(_resolve_grad_captures)
        2    0.001    0.000    3.168    1.584 while_v2.py:581(_create_grad_func)
        2    0.000    0.000   14.071    7.035 while_v2.py:58(while_loop)
        2    0.000    0.000    0.054    0.027 while_v2.py:330(<listcomp>)
        2    0.000    0.000    0.002    0.001 while_v2.py:390(grad_cond)
        2    0.000    0.000    0.003    0.002 while_v2.py:405(<listcomp>)
        2    0.001    0.000    0.342    0.171 while_v2.py:410(<listcomp>)
        2    0.000    0.000    3.899    1.949 while_v2.py:307(_WhileGrad)
        2    0.000    0.000   14.002    7.001 while_v2.py:153(wrapped_body)
        2    0.000    0.000    0.017    0.009 tmpn13wsag4.py:6(tf__generate_readout_input)
        1    0.000    0.000    3.930    3.930 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeGradient}
        1    0.000    0.000    0.006    0.006 tmphesgxf3x.py:6(tf__compute_actor_loss)
        1    0.001    0.001  281.577  281.577 mate_run.py:12(step)
        1    0.000    0.000    0.246    0.246 run_experiment.py:12(__init__)
        1    0.000    0.000  281.253  281.253 run_experiment.py:38(run_experiment)
        1    0.000    0.000    0.003    0.003 run_experiment.py:42(set_logs_and_checkpoints)
        1    0.000    0.000    0.237    0.237 ppo_agent.py:22(__init__)
        1    0.000    0.000    0.001    0.001 math_ops.py:1349(multiply_no_nan)
        1    0.000    0.000    0.001    0.001 summary_ops_v2.py:363(create_file_writer_v2)
        1    0.000    0.000    0.001    0.001 random_ops.py:428(categorical)
        1    0.000    0.000    0.001    0.001 random_ops.py:456(multinomial_categorical_impl)
        1    0.000    0.000    0.001    0.001 gen_random_ops.py:23(multinomial)
        1    0.000    0.000    0.004    0.004 function.py:1234(_backward_function_wrapper)
        1    0.000    0.000    0.001    0.001 backprop.py:697(_ones)
        1    0.000    0.000    3.931    3.931 backprop.py:983(gradient)
        1    0.000    0.000    3.930    3.930 imperative_grad.py:33(imperative_grad)
        1    0.000    0.000    0.002    0.002 clip_ops.py:36(clip_by_value)
        1    0.000    0.000    0.013    0.013 clip_ops.py:238(global_norm)
        1    0.000    0.000    0.038    0.038 clip_ops.py:289(clip_by_global_norm)
        1    0.000    0.000    0.237    0.237 ppo_agent.py:82(_get_actor_critic_functions)
        1    0.003    0.003  281.253  281.253 ppo_agent.py:168(train_and_evaluate)
        1    0.000    0.000    0.014    0.014 ppo_agent.py:218(generate_eval_env)
        1    0.000    0.000    0.263    0.263 ppo_agent.py:228(generate_eval_actor_critic_functions)
        1    0.000    0.000    0.000    0.000 ppo_agent.py:386(<listcomp>)
        1    0.001    0.001    0.001    0.001 ppo_agent.py:380(set_experiment_identifier)
        1    0.000    0.000    0.001    0.001 ppo_agent.py:433(set_writer_and_checkpoint_dir)
        1    0.000    0.000    0.014    0.014 distribution.py:908(_call_sample_n)
        1    0.000    0.000    0.014    0.014 distribution.py:924(sample)
        1    0.000    0.000    0.014    0.014 distribution.py:1144(entropy)
        1    0.000    0.000    0.008    0.008 categorical.py:232(_sample_n)
        1    0.000    0.000    0.014    0.014 categorical.py:292(_entropy)
        1    0.000    0.000    0.002    0.002 categorical.py:216(_batch_shape_tensor)
        1    0.000    0.000    0.003    0.003 environment.py:169(next_sample)
        1    0.000    0.000    0.000    0.000 environment.py:102(get_current_flows)
        1    0.000    0.000    2.549    2.549 tmpuv60_8ya.py:6(tf__get_new_log_prob_and_entropy)
        1    0.000    0.000    0.365    0.365 tmpd6tk_nnx.py:6(tf__act)
        1    0.000    0.000    0.014    0.014 tmpd6tk_nnx.py:24(else_body)
        1    0.000    0.000    0.336    0.336 tmppaq_7qtn.py:6(tf__run_critic)
        1    0.000    0.000   18.255   18.255 tmpm7c5snjd.py:6(tf__compute_losses_and_grads)
        1    0.000    0.000    2.828    2.828 tmpm7c5snjd.py:12(<lambda>)
        1    0.000    0.000    0.038    0.038 tmpm7c5snjd.py:27(if_body)
        1    0.000    0.000   11.159   11.159 tmpm7c5snjd.py:11(<lambda>)
        
